drug,disease,score
473,335,1.930586040543858e-05
193,123,1.9299970517749895e-05
164,97,1.9296547179692425e-05
215,177,1.929623431351501e-05
203,161,1.9296105165267363e-05
198,149,1.929531390487682e-05
136,112,1.929207610373851e-05
606,283,1.929093559738249e-05
562,29,1.9290237105451524e-05
512,356,1.928869096445851e-05
168,166,1.9282015273347497e-05
46,380,1.9280874766991477e-05
537,168,1.9280194464954548e-05
459,265,1.927997436723672e-05
20,263,1.9277529645478356e-05
540,232,1.927712401084136e-05
227,233,1.927638913912233e-05
439,301,1.927625999087468e-05
33,110,1.9274826627224684e-05
330,190,1.92710394912865e-05
290,185,1.926977165567223e-05
557,243,1.926949698827229e-05
476,348,1.926736513269134e-05
206,144,1.9266171875642613e-05
220,371,1.9263101421529427e-05
71,386,1.925601281982381e-05
254,323,1.92559564311523e-05
267,340,1.924643038364593e-05
655,82,1.924202479131054e-05
484,333,1.9241457266616635e-05
465,307,1.923675881698728e-05
510,351,1.923554918903392e-05
523,177,1.923540185089223e-05
531,129,1.92341540241614e-05
461,9,1.923272429849021e-05
547,347,1.9229770259698853e-05
61,128,1.922892806760501e-05
518,161,1.9225682990509085e-05
632,82,1.9219962268834934e-05
590,259,1.921552757266909e-05
116,321,1.921466719068121e-05
544,283,1.92117895494448e-05
266,352,1.9209424863220192e-05
95,3,1.920237446029205e-05
198,268,1.920067188621033e-05
147,159,1.9200011593056843e-05
501,49,1.9198858353774995e-05
440,289,1.9198694644728675e-05
447,310,1.919461283250712e-05
619,276,1.9190492821508087e-05
644,166,1.9184510165359825e-05
225,232,1.918320958793629e-05
240,39,1.9176224668626677e-05
633,161,1.917412191687617e-05
662,235,1.916547444125172e-05
372,307,1.9163866454618983e-05
661,209,1.916222026920877e-05
491,393,1.9159351722919386e-05
631,113,1.915810935315676e-05
395,298,1.9156594134983607e-05
532,237,1.9155881091137417e-05
400,82,1.915441862365697e-05
45,196,1.9154254914610647e-05
342,271,1.915363463922404e-05
510,131,1.915356006065849e-05
604,386,1.914817221404519e-05
16,31,1.91479721252108e-05
574,330,1.9147533748764545e-05
291,76,1.9147533748764545e-05
439,327,1.9146384147461504e-05
143,66,1.914229324029293e-05
66,308,1.913377127493732e-05
83,217,1.913313099066727e-05
137,197,1.913263986352831e-05
165,37,1.913254891405813e-05
24,320,1.913207415782381e-05
358,196,1.913194682856556e-05
493,93,1.913059531943873e-05
427,21,1.9126910046907145e-05
171,132,1.91229901247425e-05
414,68,1.9122478988720104e-05
349,87,1.912151310534682e-05
427,319,1.9121311197523028e-05
561,334,1.9120929209748283e-05
357,404,1.911978142743465e-05
549,355,1.911487561301328e-05
433,9,1.9114148017251864e-05
185,164,1.911370964080561e-05
453,373,1.9112834706902504e-05
624,73,1.9109864297206517e-05
554,63,1.9109607819700614e-05
525,98,1.9109043932985514e-05
357,6,1.91075487236958e-05
220,179,1.910685750772245e-05
180,4,1.910408718686085e-05
565,50,1.910135506477673e-05
415,103,1.9101025827694684e-05
22,176,1.909911406983156e-05
93,11,1.909845923364628e-05
132,196,1.9097275071544573e-05
208,252,1.9096582036581825e-05
329,331,1.9090992282144725e-05
466,365,1.9090301066171375e-05
86,32,1.9089791749138385e-05
299,110,1.908007288875524e-05
553,103,1.9069375412072983e-05
129,278,1.9068265828536823e-05
567,403,1.9068065739702437e-05
84,174,1.906601210066583e-05
115,354,1.9064465959672816e-05
331,326,1.9061411876464263e-05
429,121,1.905839417304378e-05
503,6,1.9056176824960858e-05
436,197,1.90556856978219e-05
581,203,1.9050090486416597e-05
383,332,1.9049926777370277e-05
284,57,1.9048691683565263e-05
197,142,1.9047945897909813e-05
434,356,1.9047511159442365e-05
415,235,1.904369673866313e-05
321,112,1.903618067444768e-05
16,399,1.9030951079912484e-05
172,61,1.903093470900785e-05
523,255,1.902795884234365e-05
19,309,1.9021934349439107e-05
143,282,1.901514951896388e-05
179,269,1.9013283235835843e-05
523,335,1.901181531138718e-05
512,202,1.9010980395250957e-05
94,186,1.901003815873992e-05
251,202,1.900668394227978e-05
435,397,1.9005377907888032e-05
32,49,1.9005015928996727e-05
601,44,1.9003875422640704e-05
500,81,1.8999797248397957e-05
415,2,1.8996282960870303e-05
611,314,1.89953043445712e-05
90,210,1.899459857668262e-05
479,91,1.899360177048948e-05
615,120,1.8992661352967843e-05
507,296,1.8983930203830823e-05
538,166,1.898358823382296e-05
541,155,1.8980872482643463e-05
455,331,1.898014852486085e-05
225,241,1.897727088362444e-05
226,164,1.897712536447216e-05
650,262,1.8971968529513102e-05
341,88,1.896978028526064e-05
602,144,1.8969525626744144e-05
184,103,1.896634239528794e-05
485,193,1.895655987027567e-05
294,162,1.8953214748762548e-05
400,183,1.895310742838774e-05
407,174,1.895234890980646e-05
646,196,1.8951588572235775e-05
29,356,1.895137211249676e-05
189,171,1.895075729407836e-05
234,4,1.8950668163597584e-05
245,376,1.894797424029093e-05
579,97,1.89425718417624e-05
553,395,1.894204797281418e-05
72,15,1.8938870198326185e-05
642,88,1.8938833818538114e-05
270,378,1.8934084437205456e-05
186,208,1.893168155220337e-05
29,52,1.893023909360636e-05
262,78,1.8930220903712325e-05
202,103,1.8928651115857065e-05
193,130,1.892850559670478e-05
586,126,1.8927134078694507e-05
149,74,1.8921449736808427e-05
19,116,1.8917840861831792e-05
578,1,1.8916847693617456e-05
437,331,1.8909091522800736e-05
367,380,1.8908731362898837e-05
245,316,1.890588282549288e-05
166,225,1.8905016986536797e-05
291,397,1.889879786176607e-05
417,173,1.8897861082223244e-05
656,59,1.8897753761848435e-05
592,13,1.8897500922321345e-05
442,132,1.88940939551685e-05
357,177,1.8893102605943568e-05
103,378,1.8889428247348405e-05
563,162,1.8884440578403883e-05
229,202,1.887842518044636e-05
227,306,1.887048711068928e-05
243,134,1.885935125756077e-05
258,166,1.885875826701522e-05
286,76,1.885560959635768e-05
185,61,1.8854028894566e-05
404,73,1.8853650544770065e-05
60,106,1.8852553694159724e-05
456,268,1.884895937109832e-05
34,97,1.884831181087065e-05
462,202,1.884778976091184e-05
205,33,1.8841483324649744e-05
308,55,1.884022458398249e-05
232,231,1.8838445612345826e-05
511,391,1.8836954041034915e-05
236,245,1.8836128219845705e-05
45,316,1.8833648937288672e-05
461,198,1.8829914552043192e-05
452,171,1.8829789041774347e-05
7,60,1.882632204797119e-05
191,181,1.882580181700177e-05
476,40,1.8824492144631225e-05
189,277,1.882409742393065e-05
468,401,1.882398828456644e-05
189,278,1.8820579498424195e-05
343,153,1.881941352621652e-05
503,102,1.8818747776094824e-05
316,250,1.8815033399732783e-05
44,260,1.8812432244885716e-05
2,368,1.880733725556638e-05
512,89,1.880505988083314e-05
537,50,1.88008816621732e-05
265,392,1.880027230072301e-05
453,178,1.87986770470161e-05
567,284,1.879519913927652e-05
354,375,1.8792581613524817e-05
609,374,1.878989496617578e-05
189,336,1.8786526197800413e-05
108,222,1.8785558495437726e-05
157,8,1.878367766039446e-05
312,92,1.8781258404487744e-05
198,188,1.8779826859827157e-05
570,127,1.8777032892103307e-05
258,158,1.87742589332629e-05
537,162,1.8774220734485425e-05
68,85,1.877065915323328e-05
136,97,1.8767490473692305e-05
613,217,1.8766935681924224e-05
5,316,1.8762515537673607e-05
569,280,1.8761907995212823e-05
42,157,1.8759277736535296e-05
216,129,1.875904490589164e-05
410,170,1.8758419173536826e-05
204,145,1.875580710475333e-05
89,118,1.875451926025562e-05
102,139,1.8753875338006765e-05
568,270,1.875383895821869e-05
344,238,1.8753731637843885e-05
130,99,1.8753553376882337e-05
528,75,1.8752838514046744e-05
514,214,1.8752158212009817e-05
111,236,1.875197995104827e-05
541,384,1.8751032257569022e-05
217,128,1.87488149094861e-05
635,262,1.8748545699054372e-05
157,80,1.8748511138255708e-05
84,97,1.8747545254882425e-05
561,131,1.8746384739642963e-05
276,258,1.874509689514525e-05
427,58,1.8740056475508027e-05
532,346,1.873426663223654e-05
587,21,1.873103246907704e-05
487,181,1.873074688774068e-05
446,22,1.8729479052126408e-05
375,145,1.8729389921645637e-05
369,131,1.8720460502663627e-05
350,380,1.8718550563789904e-05
332,80,1.8715587430051528e-05
411,63,1.871423228294589e-05
595,152,1.8707896742853336e-05
46,102,1.8707645722315647e-05
235,27,1.870042251539417e-05
253,5,1.869937113951892e-05
646,316,1.8698514395509847e-05
124,365,1.869694642664399e-05
435,387,1.869687548605725e-05
165,0,1.869632069428917e-05
462,408,1.8695856851991263e-05
274,98,1.869473453552928e-05
113,340,1.8691152945393696e-05
369,80,1.868933395599015e-05
82,44,1.868715844466351e-05
165,256,1.868527033366263e-05
61,327,1.868496656243224e-05
586,182,1.86844863492297e-05
172,98,1.868434264906682e-05
58,53,1.8681652363738976e-05
140,126,1.868019171524793e-05
193,5,1.867778701125644e-05
631,24,1.867762694018893e-05
182,366,1.8673121303436343e-05
631,33,1.8668883058126085e-05
630,294,1.8668652046471838e-05
323,139,1.86673514690483e-05
87,193,1.866420097940136e-05
508,131,1.8662316506379284e-05
492,23,1.8661425201571543e-05
97,308,1.8659040506463494e-05
260,323,1.8658542103366926e-05
553,289,1.8658418412087485e-05
362,16,1.865615922724828e-05
317,331,1.8654449377208948e-05
546,144,1.865443300630432e-05
339,131,1.865174635895528e-05
621,156,1.865128433564678e-05
226,231,1.86497545655584e-05
129,203,1.864817204477731e-05
644,29,1.8646518583409488e-05
436,270,1.864141449914314e-05
27,56,1.864034857135266e-05
198,284,1.863874786067754e-05
28,280,1.86359047802398e-05
408,16,1.863519355538301e-05
102,197,1.863508805399761e-05
222,396,1.862598946900107e-05
373,347,1.862366298155393e-05
24,138,1.8616614397615194e-05
229,345,1.861494456534274e-05
347,270,1.861382770584896e-05
363,82,1.861155396909453e-05
285,232,1.860988595581148e-05
413,4,1.8602824638946917e-05
382,117,1.860211523307953e-05
40,389,1.8598106180434115e-05
520,305,1.8597875168779865e-05
386,364,1.8597325833979997e-05
631,123,1.8589416868053377e-05
393,377,1.858877840277273e-05
313,256,1.858571340562776e-05
534,73,1.8584507415653206e-05
27,241,1.8580714822746813e-05
565,259,1.8579652532935143e-05
655,97,1.8579226889414716e-05
346,379,1.857821553130634e-05
173,130,1.8577366063254885e-05
92,365,1.8577100490801968e-05
95,155,1.8574513887870125e-05
47,392,1.856978633441031e-05
263,36,1.856912967923563e-05
67,197,1.856661583587993e-05
95,300,1.8566332073532976e-05
590,270,1.856622657214757e-05
37,244,1.8560436728876084e-05
119,229,1.85571625479497e-05
452,198,1.8554190319264308e-05
588,392,1.855374648584984e-05
73,117,1.855258051364217e-05
304,93,1.8551341781858355e-05
172,140,1.855005029938184e-05
399,230,1.854651236499194e-05
536,87,1.8543081750976853e-05
224,59,1.854115362220909e-05
98,360,1.853477078839205e-05
332,162,1.853164394560736e-05
248,298,1.852923924161587e-05
350,14,1.852824971138034e-05
184,353,1.852816239988897e-05
280,27,1.8521059246268123e-05
347,168,1.85168919415446e-05
24,61,1.8516449927119535e-05
368,68,1.851394335972145e-05
289,91,1.8513555914978497e-05
238,366,1.8513184841140173e-05
74,3,1.85119661182398e-05
109,305,1.8511278540245257e-05
35,283,1.851096021709964e-05
571,139,1.8506460037315264e-05
566,29,1.850628359534312e-05
252,70,1.8501146769267507e-05
634,96,1.850107764767017e-05
570,11,1.850010630732868e-05
357,49,1.849721229518764e-05
353,395,1.8496119082556103e-05
513,76,1.8494303731131367e-05
24,169,1.8491233277018185e-05
325,288,1.849107684392948e-05
275,170,1.848955980676692e-05
48,278,1.84874443220906e-05
456,32,1.8485608961782415e-05
312,261,1.848557440098375e-05
281,102,1.8479810023563917e-05
182,354,1.8479087884770703e-05
210,36,1.8478223864804025e-05
449,322,1.847781823016703e-05
630,68,1.847367821028456e-05
311,64,1.846929262683261e-05
521,208,1.846797204052564e-05
507,149,1.8465241737430915e-05
294,175,1.845680890255608e-05
623,133,1.845534825406503e-05
133,84,1.8455137251294215e-05
312,164,1.8454222299624234e-05
445,297,1.8454011296853423e-05
347,88,1.8453658412909132e-05
353,152,1.845212682383135e-05
212,16,1.84493819688214e-05
572,401,1.844888902269304e-05
314,143,1.844310281740036e-05
660,355,1.844257531047333e-05
298,297,1.844220605562441e-05
483,122,1.844039434217848e-05
102,359,1.843988320615608e-05
43,162,1.8438935512676835e-05
121,246,1.843861718953121e-05
427,136,1.843373138399329e-05
662,44,1.8431339412927628e-05
493,355,1.8431321223033592e-05
215,378,1.84301970875822e-05
401,243,1.8423888832330704e-05
419,375,1.8421693312120624e-05
46,210,1.8419725165585987e-05
45,221,1.841640550992452e-05
460,239,1.841456105466932e-05
129,385,1.8414086298434995e-05
509,170,1.841201628849376e-05
328,224,1.8411681594443507e-05
643,294,1.840720506152138e-05
359,31,1.839707874751184e-05
25,207,1.839328797359485e-05
535,308,1.8389289834885855e-05
152,295,1.838729076553136e-05
586,49,1.838601201598067e-05
446,191,1.838450407376513e-05
408,160,1.8383241695119068e-05
586,62,1.8380645997240208e-05
151,149,1.837978743424173e-05
239,231,1.8376966181676835e-05
464,145,1.8375370927969925e-05
454,144,1.8372076738160104e-05
588,47,1.8367030861554667e-05
566,11,1.836640149122104e-05
268,262,1.8366084987064824e-05
40,385,1.8363038179813884e-05
451,381,1.836218143580481e-05
358,190,1.8361077309236865e-05
466,144,1.835759394452907e-05
421,184,1.835635157476645e-05
463,33,1.835305920394603e-05
6,268,1.8351169273955747e-05
412,242,1.835097646107897e-05
156,302,1.8350030586589128e-05
492,402,1.8347091099713e-05
477,304,1.8346339857089333e-05
568,15,1.834016438806429e-05
222,270,1.8339500456932e-05
182,232,1.8337472283747047e-05
214,243,1.8336353605263863e-05
138,151,1.83348311111331e-05
150,103,1.833359056035988e-05
449,93,1.8331367755308747e-05
497,259,1.8329637896385972e-05
614,366,1.83287284016842e-05
70,107,1.83269821718568e-05
164,352,1.8325461496715437e-05
552,358,1.832191446737852e-05
397,198,1.8318909496883865e-05
217,360,1.831814006436616e-05
318,95,1.8316690329811536e-05
223,179,1.8316568457521495e-05
517,87,1.831468216551002e-05
397,258,1.83116953849094e-05
149,176,1.831029840104748e-05
418,233,1.830720793805085e-05
632,237,1.830209293984808e-05
49,52,1.829757275118027e-05
523,58,1.829178108891938e-05
229,42,1.8291188098373823e-05
432,255,1.8287752027390525e-05
248,295,1.8287541024619717e-05
461,211,1.828393214964308e-05
349,386,1.8281909433426332e-05
63,80,1.828013228077907e-05
143,112,1.8278615243616517e-05
504,345,1.827497180784121e-05
583,303,1.8274169633514248e-05
197,160,1.8272254237672317e-05
239,196,1.8271748558618128e-05
387,261,1.827000596676953e-05
500,177,1.826910011004657e-05
439,126,1.826730658649467e-05
615,17,1.8266939150635156e-05
152,382,1.8265283870277926e-05
120,382,1.8259399439557452e-05
30,92,1.825805702537764e-05
373,325,1.8256403564009812e-05
59,218,1.825582876335829e-05
297,153,1.8252416339237243e-05
616,331,1.824653554649558e-05
35,216,1.824530045269057e-05
636,12,1.8245245883008465e-05
146,291,1.8242271835333668e-05
252,66,1.82402363861911e-05
48,401,1.823778438847512e-05
274,335,1.82372095878236e-05
146,74,1.8232323782285675e-05
139,68,1.8231210560770705e-05
527,285,1.822914055082947e-05
192,105,1.82277690328192e-05
620,354,1.8224449377157725e-05
481,147,1.8224049199488945e-05
331,255,1.8223319784738123e-05
91,302,1.8223301594844088e-05
447,294,1.822222475311719e-05
653,38,1.822206650103908e-05
70,383,1.821793193812482e-05
213,55,1.8216420357930477e-05
628,389,1.821105433919001e-05
108,342,1.8209490008302964e-05
97,396,1.820699071686249e-05
211,35,1.8206383174401708e-05
161,42,1.8205202650278807e-05
250,330,1.8204576917923987e-05
152,152,1.820285797293764e-05
458,287,1.8201624698122032e-05
44,184,1.819629687815905e-05
487,34,1.8192013158113696e-05
330,101,1.819182034523692e-05
406,167,1.8189601178164597e-05
591,169,1.8185593944508582e-05
49,74,1.818448436097242e-05
229,119,1.8183409338234924e-05
79,164,1.8181726773036644e-05
147,273,1.818136297515593e-05
250,26,1.817974953155499e-05
367,316,1.817923111957498e-05
381,403,1.8177843230660077e-05
586,213,1.817715019569732e-05
433,188,1.816871008486487e-05
303,269,1.8163946151616983e-05
36,367,1.816380608943291e-05
149,394,1.8156688383896835e-05
454,365,1.815660289139487e-05
396,346,1.8155995348934084e-05
404,0,1.815559880924411e-05
120,221,1.8155304132960737e-05
521,156,1.8154143617721274e-05
343,93,1.815178984543309e-05
543,399,1.815004179661628e-05
602,22,1.814991992432624e-05
266,64,1.8149696188629605e-05
183,21,1.8148639355786145e-05
554,248,1.814739334804472e-05
405,287,1.814541974454187e-05
65,143,1.8140524844056927e-05
198,244,1.8139970052288845e-05
84,131,1.813900234992616e-05
387,222,1.813547351048328e-05
158,336,1.813500603020657e-05
258,289,1.8133690900867805e-05
12,217,1.8132273908122443e-05
294,384,1.8131546312361024e-05
258,26,1.8128730516764332e-05
32,177,1.8126846043742265e-05
109,42,1.8126344002666883e-05
583,211,1.8125238057109527e-05
405,208,1.8123648260370828e-05
308,243,1.8123508198186755e-05
418,262,1.812295522540808e-05
205,120,1.8118911611963995e-05
468,206,1.811507718230132e-05
86,12,1.8111570170731284e-05
615,133,1.8111293684341945e-05
34,48,1.810925459722057e-05
467,329,1.8108288713847287e-05
254,242,1.8107924915966574e-05
453,184,1.8107424693880603e-05
166,338,1.810585308703594e-05
576,404,1.810476533137262e-05
408,370,1.8104748960467987e-05
87,112,1.8104004993801937e-05
348,356,1.810112371458672e-05
125,344,1.810070898500271e-05
654,314,1.809981040423736e-05
337,307,1.8099637600244023e-05
473,237,1.8099155568052083e-05
523,138,1.80944443854969e-05
240,179,1.8093614926328883e-05
580,206,1.8089871446136385e-05
533,242,1.808866363717243e-05
32,63,1.8087439457303844e-05
157,163,1.808702654670924e-05
232,292,1.8079179426422343e-05
142,24,1.807657645258587e-05
154,32,1.8075455955113284e-05
504,141,1.8074179024551995e-05
547,145,1.807318039936945e-05
634,156,1.8072938473778777e-05
329,269,1.80724891833961e-05
443,400,1.80721290234942e-05
626,359,1.8069715224555694e-05
601,359,1.8069060388370417e-05
379,371,1.8067976270685904e-05
522,173,1.806718319130596e-05
395,368,1.8066251868731346e-05
66,381,1.80655115400441e-05
589,378,1.8059965441352688e-05
515,127,1.8055194232147187e-05
210,295,1.804968633223325e-05
115,229,1.8049238860839974e-05
473,291,1.80484803422587e-05
339,277,1.8048343918053437e-05
92,162,1.804550265660509e-05
420,179,1.8042526789940894e-05
63,188,1.804235398594756e-05
487,354,1.804096064006444e-05
49,308,1.8038501366390847e-05
56,190,1.803820850909688e-05
303,282,1.803569648473058e-05
53,18,1.803476880013477e-05
521,51,1.8033546439255588e-05
48,255,1.8033289961749688e-05
609,392,1.803246414056048e-05
479,173,1.8031912986771204e-05
584,353,1.8030399587587453e-05
637,182,1.802874976419844e-05
349,241,1.802732185751665e-05
511,191,1.8025328245130368e-05
109,178,1.8021290088654496e-05
203,351,1.802037877496332e-05
48,119,1.8017421098193157e-05
42,379,1.801725011318922e-05
591,27,1.8016220565186813e-05
21,300,1.8014450688497163e-05
126,298,1.801300822990015e-05
385,141,1.8012819055002183e-05
22,45,1.8012200598604977e-05
260,51,1.8010860003414564e-05
254,64,1.8007511243922636e-05
113,17,1.8003560398938134e-05
438,351,1.79985672730254e-05
575,203,1.7996471797232516e-05
306,25,1.7996111637330614e-05
550,103,1.7995476810028777e-05
146,0,1.799434539861977e-05
198,109,1.7993794244830497e-05
491,2,1.799350320652593e-05
416,362,1.799226811272092e-05
589,7,1.7990672859014012e-05
111,25,1.7990329070016742e-05
137,108,1.7989539628615603e-05
118,385,1.7973899957723916e-05
258,103,1.7970489352592267e-05
164,210,1.79697362909792e-05
369,285,1.7964681319426745e-05
127,245,1.796466312953271e-05
292,84,1.796459582692478e-05
565,388,1.7963327991310507e-05
353,82,1.7960535842576064e-05
123,214,1.7960124750970863e-05
317,18,1.795459320419468e-05
135,144,1.795387470338028e-05
502,124,1.795257230696734e-05
542,21,1.795164826035034e-05
290,248,1.794704257918056e-05
559,166,1.7946753359865397e-05
289,288,1.794504169083666e-05
95,321,1.7943226339411922e-05
422,137,1.7942817066796124e-05
402,268,1.793846968212165e-05
247,164,1.7938076780410483e-05
387,345,1.793737646949012e-05
482,112,1.7933100025402382e-05
359,122,1.7932792616193183e-05
175,170,1.793082628864795e-05
332,314,1.7930209651240148e-05
503,106,1.792961120372638e-05
414,301,1.792755938367918e-05
568,121,1.792499460862018e-05
499,286,1.792106377251912e-05
22,96,1.7917613149620593e-05
352,258,1.7914348063641228e-05
416,6,1.7913596821017563e-05
413,308,1.7909344023792073e-05
310,301,1.790917303878814e-05
212,376,1.7908523659571074e-05
343,404,1.7906098946696147e-05
180,348,1.7904409105540253e-05
99,360,1.789496855053585e-05
465,108,1.7892272808239795e-05
311,15,1.7891965399030596e-05
208,248,1.78910959220957e-05
381,177,1.7888110960484482e-05
419,76,1.788799090718385e-05
317,135,1.7887870853883214e-05
325,63,1.7885891793412156e-05
136,61,1.7885840861708857e-05
239,29,1.788558620319236e-05
523,94,1.788439112715423e-05
399,42,1.78777063410962e-05
596,330,1.7877058780868538e-05
306,298,1.7874825061880983e-05
387,287,1.7870717783807777e-05
500,141,1.7869695511762984e-05
487,209,1.7867276255856268e-05
587,216,1.7865777408587746e-05
410,50,1.7856697013485245e-05
158,289,1.7851452867034823e-05
272,354,1.7849801224656403e-05
381,288,1.7847554772743024e-05
46,271,1.7847043636720628e-05
476,124,1.7846074115368538e-05
285,263,1.7845683032646775e-05
491,253,1.7843112800619565e-05
97,249,1.7842687157099135e-05
537,329,1.784105370461475e-05
547,407,1.78396931005409e-05
537,182,1.7839251086115837e-05
345,102,1.7835525795817375e-05
477,143,1.7833859601523727e-05
641,354,1.783037259883713e-05
62,301,1.7826614566729404e-05
67,144,1.7825290342443623e-05
448,278,1.781957871571649e-05
352,47,1.7819254935602657e-05
596,226,1.7819018466980197e-05
604,188,1.7815857063396834e-05
62,254,1.78156351466896e-05
85,321,1.781546598067507e-05
124,278,1.7813954400480725e-05
196,371,1.7812662918004207e-05
20,35,1.7812255464377813e-05
77,181,1.7810963981901295e-05
160,204,1.7808433767640963e-05
287,130,1.7807653421186842e-05
441,287,1.7805870811571367e-05
552,184,1.78057343873661e-05
262,237,1.7804952221922576e-05
124,78,1.7804222807171755e-05
495,270,1.7801285139285028e-05
526,319,1.7799673514673486e-05
109,388,1.7798281987779774e-05
424,53,1.7797483451431617e-05
563,67,1.7791340724215843e-05
647,29,1.7789745470508933e-05
537,294,1.7789083358366042e-05
125,185,1.778674231900368e-05
170,125,1.7782384020392783e-05
524,208,1.7781281712814234e-05
655,162,1.778060322976671e-05
48,56,1.778016121534165e-05
516,194,1.7774347725207917e-05
282,57,1.7773279978428036e-05
658,386,1.7771077182260342e-05
187,353,1.777073703124188e-05
548,169,1.776978933776263e-05
188,353,1.776843419065699e-05
222,330,1.7767992176231928e-05
502,127,1.7764077711035497e-05
401,13,1.7762977222446352e-05
34,379,1.7761469280230813e-05
344,228,1.776145290932618e-05
312,39,1.7758336980477907e-05
400,213,1.7752765415934846e-05
501,267,1.7747603124007583e-05
143,55,1.774572410795372e-05
192,55,1.7744658180163242e-05
630,309,1.7743506759870797e-05
57,156,1.774051270331256e-05
73,273,1.7740427210810594e-05
263,263,1.7740037947078235e-05
356,240,1.773902476998046e-05
237,341,1.773019539541565e-05
544,121,1.772907853592187e-05
189,369,1.7728589227772318e-05
45,158,1.7725749785313383e-05
465,25,1.7723805285640992e-05
444,76,1.771984898368828e-05
592,159,1.771569441189058e-05
596,137,1.7714410205371678e-05
191,326,1.7713920897222124e-05
578,100,1.7713346096570604e-05
103,208,1.771304232534021e-05
55,219,1.7712787666823715e-05
451,311,1.7710202882881276e-05
0,19,1.7710033716866747e-05
308,307,1.7708431187202223e-05
101,248,1.7707907318254e-05
477,263,1.770640301401727e-05
148,128,1.7704698620946147e-05
401,195,1.7703836419968866e-05
118,8,1.7701895558275282e-05
203,78,1.7701744582154788e-05
276,59,1.76985704456456e-05
530,398,1.7696545910439454e-05
613,27,1.769571827026084e-05
49,393,1.7695094356895424e-05
622,230,1.7693339032121003e-05
216,213,1.7691787434159778e-05
245,211,1.7690841559669934e-05
580,30,1.7687047147774138e-05
7,171,1.7686490537016653e-05
119,242,1.7684178601484746e-05
564,255,1.7683758414932527e-05
275,252,1.7682645193417557e-05
462,384,1.7681699318927713e-05
389,81,1.768072252161801e-05
44,91,1.7680351447779685e-05
628,239,1.76798457687255e-05
448,1,1.7676878997008316e-05
242,98,1.7676760762697086e-05
500,396,1.7674401533440687e-05
186,266,1.7673221009317786e-05
376,232,1.767188950907439e-05
448,220,1.7670743545750156e-05
456,270,1.766661625879351e-05
597,139,1.7665250197751448e-05
235,166,1.7664962797425687e-05
347,4,1.766253808455076e-05
108,334,1.7661544916336425e-05
47,17,1.7660635421634652e-05
230,404,1.7658865544945e-05
63,51,1.7655818737694062e-05
560,394,1.7649506844463758e-05
167,200,1.7640588339418173e-05
368,321,1.763648288033437e-05
584,31,1.7630445654504e-05
148,97,1.7628781279199757e-05
279,387,1.7625821783440188e-05
475,232,1.762484862410929e-05
69,166,1.7620932339923456e-05
661,153,1.761894964147359e-05
651,244,1.7618680431041867e-05
266,11,1.761663042998407e-05
266,47,1.7616042896406725e-05
148,163,1.761416206136346e-05
340,333,1.7611691873753443e-05
37,278,1.7611491784919053e-05
614,116,1.7610231225262396e-05
382,60,1.7609441783861257e-05
415,257,1.760526174621191e-05
86,165,1.7605178072699346e-05
235,39,1.760485793056432e-05
342,158,1.7602760635782033e-05
390,302,1.760250779625494e-05
118,64,1.7602120351511985e-05
16,130,1.7601903891772963e-05
152,81,1.7600626961211674e-05
623,335,1.759936822054442e-05
223,11,1.7598513295524754e-05
279,37,1.7597774785826914e-05
626,161,1.7590962670510635e-05
329,314,1.7588294213055633e-05
281,140,1.758725557010621e-05
619,232,1.7583279259270057e-05
616,340,1.7581636711838655e-05
176,370,1.757865356921684e-05
641,398,1.7577143808011897e-05
366,12,1.7574948287801817e-05
311,180,1.7574278899701312e-05
331,188,1.757169775373768e-05
311,400,1.7570961063029245e-05
54,48,1.7570022464497015e-05
250,373,1.7569000192452222e-05
655,301,1.7567508621141315e-05
58,278,1.756434176058974e-05
339,247,1.7563907022122294e-05
588,232,1.756127858243417e-05
487,282,1.7558915715198964e-05
541,299,1.7557526007294655e-05
224,308,1.755576886353083e-05
201,34,1.754604272719007e-05
388,13,1.7545356968184933e-05
66,246,1.753756259859074e-05
209,40,1.7537395251565613e-05
424,267,1.753545438987203e-05
264,64,1.753003743942827e-05
394,84,1.75285658770008e-05
596,292,1.752682692313101e-05
95,171,1.752488788042683e-05
10,208,1.752427124301903e-05
433,97,1.75241530087078e-05
258,31,1.751992567733396e-05
634,28,1.7519376342534088e-05
405,270,1.7519309039926156e-05
653,97,1.7518472304800525e-05
554,64,1.7511809346615337e-05
444,298,1.7511340047349222e-05
644,334,1.7510539692011662e-05
621,146,1.750863521010615e-05
2,209,1.7504144125268795e-05
130,6,1.75005552591756e-05
246,345,1.7498736269772053e-05
437,28,1.7498687157058157e-05
653,200,1.7498419765615836e-05
346,17,1.7496417058282532e-05
631,66,1.749586772348266e-05
335,175,1.7495500287623145e-05
474,12,1.7494765415904112e-05
373,342,1.749473267409485e-05
74,200,1.7492129700258374e-05
211,131,1.749137845763471e-05
66,170,1.749122930050362e-05
252,330,1.7489861420472153e-05
396,115,1.7488226148998365e-05
450,35,1.7482090697740205e-05
646,48,1.7477905203122646e-05
658,12,1.7476089851697907e-05
305,53,1.747242276906036e-05
619,186,1.7471473256591707e-05
372,31,1.7469690646976233e-05
237,44,1.74696742760716e-05
588,292,1.7467458746978082e-05
254,283,1.746717498463113e-05
570,385,1.7466341887484305e-05
541,393,1.7463860785937868e-05
